Gender,Height,Weight
Female,58.9107320370127,102.08832636784
Female,65.2300125077128,141.30582260142
Female,63.3690037584139,131.041402692995
Female,64.4799974256081,128.171511221632
Female,61.7930961472815,129.781407047572
Female,65.9680189539591,156.802082613991
Female,62.8503786429821,114.969038250962
Female,65.6521564350254,165.083001212576
Female,61.8902337378544,111.676199211845
Female,63.6778681520585,104.151559641935
Female,68.1011722359871,166.575660760601
Female,61.7988785298549,106.233686988457
Female,63.3714589617276,128.118169123676
Female,58.8958863500041,101.682613361014
Female,58.4382490995692,98.1926209281421
Female,60.809798678611,126.915463276282
Female,70.1286528332314,151.254270351714
Female,62.2574296463807,115.79739340816
Female,61.7350902197,107.866872355221
Female,63.0595566947049,145.589929145704
Female,62.2868383725748,139.522707668371
Female,61.8274775548724,122.766166670135
Female,66.3475372155375,157.380964816028
Female,65.3206320269197,145.037375621008
Female,66.1038727954936,148.645182574529
Female,64.5271820296461,132.680868243034
Female,56.5479749809036,84.8721236452797
Female,62.7392809291012,138.530421130127
Female,61.585198645852,137.425286781889
Female,62.0244248323023,124.603940620149
Female,65.3113341377437,140.266700393455
Female,61.2049560689218,108.290104228827
Female,67.025093515345,150.219175933031
Female,60.2111665623754,119.037534152405
Female,63.9399727739834,139.49595733599
Female,63.3578051598708,125.613238151682
Female,63.685068445343,132.282977854988
Female,60.2888703924791,130.440809040632
Female,63.4072897919724,128.848389435403
Female,60.6316001185165,109.719696252994
Female,67.3735965886919,146.023295039745
Female,66.8727415972973,158.855194208793
Female,60.0471472234037,114.603525896347
Female,64.1544722687217,133.138355593842
Female,63.4616648933184,128.950960852672
Female,67.2438679477325,154.061574837338
Female,66.2135945099311,139.001133618245
Female,64.6928213839027,138.680813564999
Female,66.1992832819946,180.69831709888
Female,65.853375824511,149.11852839278
Female,65.0495202214884,145.073538581697
Female,64.477615149807,144.638245692437
Female,62.5400773193173,139.478643930727
Female,61.59623161922,129.977149249753
Female,60.9503289147806,117.422588668035
Female,63.5532238018192,137.492070428581
Female,62.2483463509287,138.382413290926
Female,66.190590843343,141.271956088319
Female,62.5480579760466,123.712853940157
Female,66.6298343220198,145.594711615587
Female,59.6085601361981,109.813156032597
Female,64.493394759493,159.456065776193
Female,64.9365559015708,152.419352004462
Female,61.3792584854039,141.427450563345
Female,66.0707872085545,147.752330110449
Female,63.914431661526,131.513704638389
Female,69.6198060242191,157.023733848368
Female,67.1815358769843,156.950847065556
Female,63.3990508337142,143.840429687839
Female,61.2131714955926,98.7074925949256
Female,59.6678488000619,126.355255679648
Female,64.0894064651938,134.211017209693
Female,60.5780628792393,118.242811799265
Female,62.114866399197,145.337359446736
Female,56.1594580191187,90.8152556552271
Female,67.449272973975,170.830353595279
Female,65.0651446274894,156.163126863795
Female,65.5288561745669,138.989535511843
Female,63.1496527400666,124.193771665091
Female,58.8743006695406,102.92707753871
Female,66.0212319116557,141.656245159955
Female,61.5250911236378,133.528507704123
Female,63.5843104973355,133.189403796986
Female,59.7867629089699,116.904871470824
Female,67.1492063558276,139.552814769724
Female,62.323087083779,127.130913031099
Female,65.1476595576194,134.662024671615
Female,70.6285964525231,170.148468502777
Female,67.3874511948522,164.892658411008
Female,68.130408809775,177.240131210861
Female,63.4884596395885,124.052871755915
Female,61.1630652757277,107.23544334682
Female,70.7101395263283,161.363484297774
Female,65.2088548097869,137.703041572099
Female,61.3594893280584,123.420134597368
Female,62.0717151894243,142.663619361408
Female,65.4048818826678,144.025941163566
Female,61.8233681172395,112.001861732583
Female,62.9471972521971,123.684238635036
Female,64.3630337197069,133.183927036323
Female,64.038537483693,147.240564000238
Female,69.7883326870588,167.437658866369
Female,62.8223500167531,126.816039038744
Female,71.9912565421476,177.366001765282
Female,61.9940865436986,134.417291950693
Female,65.8046058667036,139.483209612705
Female,60.030610123321,104.497331810975
Female,64.4988656513921,146.125363035389
Female,62.0496445072297,119.865377360177
Female,64.5679794100138,137.534164326015
Female,60.5043159198482,116.381974250403
Female,61.2144499154672,128.266498910134
Female,65.7806082972014,146.856354296309
Female,60.674278397707,115.805035158068
Female,64.7898526139103,124.172527335362
Female,62.9965793146519,131.004284503501
Female,63.8094826504867,142.421776480813
Female,62.2799001065922,133.255261053524
Female,61.7110319057525,108.028807023383
Female,64.8226454585033,142.697039339943
Female,65.5350871813485,146.135542370311
Female,61.3366590164904,127.341819977669
Female,57.1038694679138,93.506315903823
Female,56.4456850266095,96.6402446637704
Female,60.8155622040312,132.174817011755
Female,61.4647835289526,137.299168988017
Female,61.9240636007588,126.431696747156
Female,66.6645901535482,153.948513395745
