Gender,Height,Weight
Male,73.847017017515,241.893563180437
Male,68.7819040458903,162.3104725213
Male,74.1101053917849,212.7408555565
Male,71.7309784033377,220.042470303077
Male,69.8817958611153,206.349800623871
Male,67.2530156878065,152.212155757083
Male,68.7850812516616,183.927888604031
Male,68.3485155115879,167.971110489509
Male,67.018949662883,175.92944039571
Male,63.4564939783664,156.399676387112
Male,71.1953822829745,186.604925560358
Male,71.6408051192206,213.741169489411
Male,64.7663291334055,167.127461073476
Male,69.2830700967204,189.446181386738
Male,69.2437322298112,186.434168021239
Male,67.6456197004212,172.186930058117
Male,72.4183166259878,196.028506330482
Male,63.974325721061,172.88347020878
Male,69.6400598997523,185.98395757313
Male,67.9360048540095,182.426648013226
Male,67.9150501938206,174.115929081393
Male,69.4394398680395,197.73142161472
Male,66.1491319608781,149.173566007975
Male,75.2059736142212,228.761780615196
Male,67.8931963386043,162.006651848287
Male,68.1440327982008,192.343976579187
Male,69.0896314289256,184.435174408406
Male,72.8008435165003,206.828189420354
Male,67.4212422817167,175.213922399227
Male,68.4964153568827,154.342638925955
Male,68.6181105502058,187.506843155807
Male,74.0338076216678,212.910225325521
Male,71.5282160355709,195.032243233835
Male,69.1801610995692,205.183621341371
Male,69.577202365402,204.164125484101
Male,70.4009288884762,192.903515074649
Male,69.0761711675356,197.488242598925
Male,67.1935232827228,183.810973232751
Male,65.8073156549306,163.851824878622
Male,64.3041878915595,163.108017147583
Male,67.9743362271967,172.135597406825
Male,72.1894259592134,194.045404898059
Male,65.2703455240394,168.617746204292
Male,66.0901773762725,161.193432596622
Male,67.5103215157138,164.660277264007
Male,70.1047862551571,188.922303151274
Male,68.2518364408672,187.060552163801
Male,72.1727091157973,209.070863390252
Male,69.1798576188774,192.014335412005
Male,72.870360147235,211.34249681964
Male,64.7825829779871,165.61162618225
Male,70.1835498874837,201.071918099568
Male,68.4914502529394,173.423960346601
Male,67.3308308810162,181.407679285937
Male,66.9909440825232,169.737707400252
Male,66.4995499002499,163.309528309674
Male,68.3530566463988,189.710209942456
Male,70.7744590703974,192.124847346168
Male,71.2159236694709,198.1984641076
Male,70.0133653490674,209.526499837126
Male,71.4031822207589,198.759792659859
Male,69.5520050948319,198.079523654438
Male,73.8185345577699,195.290612189727
Male,66.99688275225,164.943302997003
Male,71.4184658930907,179.863902339297
Male,65.2793002090043,155.250420694049
Male,68.2741914742284,184.519391248574
Male,72.7653699463424,220.678041465283
Male,68.0993798003468,183.31265530722
Male,68.8967060721692,196.451312291183
Male,69.2895099633052,184.595608300273
